prefix_length,num_cases,tp,fp,tn,fn,precision,recall,fscore
1.0,121.0,102.0,19.0,0.0,0.0,0.8429752066115702,1.0,0.914798206278027
2.0,121.0,204.0,38.0,0.0,0.0,0.8429752066115702,1.0,0.914798206278027
3.0,121.0,306.0,57.0,0.0,0.0,0.8429752066115702,1.0,0.914798206278027
4.0,121.0,408.0,76.0,0.0,0.0,0.8429752066115702,1.0,0.914798206278027
5.0,121.0,510.0,95.0,0.0,0.0,0.8429752066115702,1.0,0.914798206278027
6.0,121.0,612.0,114.0,0.0,0.0,0.8429752066115702,1.0,0.914798206278027
7.0,121.0,711.0,133.0,0.0,3.0,0.8424170616113744,0.9957983193277311,0.9127086007702182
8.0,118.0,807.0,152.0,0.0,6.0,0.8415015641293013,0.992619926199262,0.9108352144469527
9.0,115.0,831.0,157.0,14.0,78.0,0.8410931174089069,0.9141914191419142,0.8761201897733263
10.0,113.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
11.0,102.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
12.0,96.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
13.0,70.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
14.0,56.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
15.0,42.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
16.0,37.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
17.0,30.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
18.0,26.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
19.0,20.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
20.0,20.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
21.0,14.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
22.0,12.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
23.0,10.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
24.0,9.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
25.0,9.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
26.0,8.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
27.0,8.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
28.0,8.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
29.0,8.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
30.0,7.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
31.0,5.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
32.0,5.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
33.0,4.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
34.0,3.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
35.0,3.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
36.0,3.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
37.0,3.0,853.0,162.0,27.0,151.0,0.8403940886699507,0.849601593625498,0.8449727587914809
